click_r,release_t,title,content,transfer_u,expect_t,reply_c,satisfy_d,evaluate_t,evaluate_c
449,2012/2/6,小孩子难办落户,你好！泉州公安局给我的回复“您反映的信访事项来邮已收悉，现答复如下：1、你反映你儿子入户问题：因夫妻双方一方是外省的，必须出具外省一方小孩没有落户证明，才能入户。小孩的姓氏，如果没有结婚证，办理随母落户，姓氏就随母姓。现安溪县公安局湖头派出所已经告知你，如带全户口迁移所需材料，就可以为其办理户口迁移和小孩入户问题。感谢你对公安工作的支持！”多次去安溪当地派出所办理，但是我小孩子还无法落户。我已按你的前几次回复及主动联系打电话给我湖头派出所民警（警员手机号的13#######38），请教过他。他坚持要计划生育办盖章才肯给办落户，现在问题是为什么办理小孩子落户还要计划生育办盖章才能落户，按国家相关政策规定：本省（本人不是外省的，是漳州的）出生的小孩子，持父母〈结婚证〉、〈户口本〉及小孩子的〈医学出生证明〉就可能申报落户，为什么偏偏白赖乡、湖头镇派出所就多一道要盖章计生办的章。还有多次打“监督投诉0595－22####00”也是没有接。若真不行，我是否可行政起诉当地派出所。,安溪县局,2012/2/6,简朝*同志：你好！你已先后4次来邮咨询，我们均已答复过。因涉及白濑乡水利库区整体移民问题，湖头派出所民警经向村干部和乡驻村工作组调查，你们夫妇婚后长期没在白濑乡长基村居住。不详之处你可直接与湖头镇派出所负责人或户籍民警咨询。,很差,2012-22-08 09:22:32,你这个回复有什么用，答非所问，没有在白濑乡长基村居住，就不能办理小孩子落户吗？除4次来邮咨询，也超4次以上去白赖乡派出所办理，这样折腾百姓，民生伤不起呀！现在又没有给个结果
240,2012/3/23,身份证问题,厅长您好：我的身份证被偷了，办了快件，现在已经四十天了依然没有收到，中途一直打电话咨询未果，昨天打电话问居然被申领了。拨打省厅户政电话一直没人接，然道都不用上班的么？现在我是实在没办法了，找不到人找不到单位处理这事了，只能想您反馈了，希望您帮我们小老百姓解决的困难，没身份什么都办理，心里有多急您应该可以理解吧。身份证丢了补办又被冒领了，这都是什么事啊。,三明市公安局,2012/3/23,吴志辉：您于2012年3月16日在福建省公安厅公众服务网反映补办身份证被冒领的来邮已收悉，现答复如下：经了解和电话与您沟通，您反映的问题已解决。感谢您对公安工作的支持。三明市公安局二〇一二年三月二十三日,,,
663,2012/4/18,手机被强制停机,您好！我的手机号：13#######88，2012年4月15至4月16号中间被强制停机，走访多个地方无果，移动公司告知，我的手机号存在非法垃圾广告，本人于2012年4月16号要补卡，无法补办，希望能给个强制停机理由和恢复的方式。谢谢，号码对本人非常重要，,,,您好，您所反映的问题不属于我们管辖范围，建议您向当地通讯运营商反映。,,,
205,2012/5/17,迁移驾照为什么会这么难,尊敬的交警领导：我是2004年6月7日在广州领取的驾证B证，现在一升为A2了，我去宁德驾管所三次了，就是不给我迁回来，现在每到年审的时候都要去广州，我在广州驾管所咨询过，他们都说现在可以迁移了，因为我的证是合法，就因为我是货车司机没了A2我就开不了车，所以我想问问有关领导我这种情况该怎么办,宁德市公安局,2012/5/17,任佑*同志：您好！你反映2004年6月7日你在广州领取B证，现升为A2，但多次去宁德市交警支队驾管所，都没有办法迁回来的来邮已收悉，经核实，现答复如下：经查，你的户口所在地在霞浦县，你于2004年6月7日在广州取得A2驾驶证，根据公安部发布的《机动车驾驶证申领和使用规定》（公安部令71号），从2004年5月1日起在暂住地初次申领机动车驾驶证的，只能申请准驾车型为小型汽车、小型自动档汽车、低速载货汽车、三轮汽车的机动车驾驶证，不包括大型货车B（牵引车A2）。由于你的情况不符合上述规定，故无法办理转入。二〇一二年五月十五日,,,
241,2012/6/5,驾驶证被他人盗用,今天在福建省公安厅交通管理查询服务平台上查询到有两单本人的交通违法信息如下：1.决定书编号：35#######076230当事人：吴世雄号牌种类：小型汽车号牌号码：闽B###03违法时间：2011-12-0610:14:29违法记分：0罚款金额：0处罚种类：警告交款标记：无需交款处理机关：福建交警总队莆田高速公路支队一大队违法地点：沈海线2237公里违法行为：机动车不按规定车道行驶2.决定书编号：35#######076231当事人：吴世雄号牌种类：小型汽车号牌号码：闽B###03违法时间：2011-12-1610:44:35违法记分：0罚款金额：0处罚种类：警告交款标记：无需交款处理机关：福建交警总队莆田高速公路支队一大队违法地点：泉南线58公里850米违法行为：机动车不按规定车道行驶而本人2011年12月陪妻子在晋江待产，未曾驾驶过任何车辆，驾驶证也是随身携带，不知为何这两单违章会由本人的驾驶来处理，希望领导能在交通部门违章处理的方面能给予重视，对处理车辆违章的人员，核对违章人出示的驾驶证是否是其本人的驾驶原件。望领导重视！,交警总队（交管局）,2012/6/5,您好，您的来邮收悉，现回复如下：您反映驾驶证被他人盗用的情况，省公安厅交警总队已通知相关单位进行核实，请您将驾驶证复印件及个人书面申请材料（请注明联系方式）寄往莆田高速公路交警支队，莆田高速交警支队将对您反映的问题进行调查。给您带来的不便，敬请谅解。感谢您对福建公安工作的支持！,,,
257,2012/6/28,金辉东景业主活动室被物业承包部分业主就强占架空层作为打麻将,：您好，今天再次向您反映一个问题：福州市晋安区金辉东景小区的“业主活动室”2011年3月份被小区物业处承包给个人，搞成收费场所，弄得小区业主无处活动，小区部分业主6月份就强占6号楼架空层公共停车场（金辉物业说为解决全小区老人日常活动特地设立），作为打麻将，打牌的场所，这可苦了楼上住户。！！！！从2011年6月开始打麻将到现在2012年3月份了，那些人天天在架空层打麻将（共有5桌麻将），中午12点多又开始打，晚上打到22点30分，最迟打到24点多才离开。？？？？？？？？？？这种情况，严重影响楼上住户，楼上住户已得了麻将恐惧症，被搞得精神衰落。影响严重，根本就没法正常生活和休息，（放谁家楼下谁都受不了）。我们家有小孩，隔壁家有学生要做作业的，楼上也有学生要高考的。午睡不能睡了，晚上也没法入睡，没有一天是安宁的。这日子怎么过？？？？？？？？？？？？？？？？？我之前已向市长热线反映过这个问题，回复是：晋安区城市管理执法局回复说请转区房管局物业科处理，或小区物业处理。远洋派出所民警说已劝导、督促他们，(为什么不帮我们老百姓实在的解决问题吗）。浦东社区人员劝导他们要尽量降低音量，不影响周边居民的正常生活和休息。同时该社区与开发商正在协商是否能提供一个更好的场所给业主开展休闲娱乐活动。到今天问题仍没解决，以上回复都成了“空话”。那些人还买了自动麻将桌在那架空层打，还搞起了收费。天天中午12多分还是照常打麻将，.到2012，03.21日晚上到23点05分那些人才离开，2012.03.23打麻将到23点02分才离开，到2012，03.24日晚上到23点40分那些人才离开，到2012.03.26日晚上2桌人打麻将到23点15分，到2012.04.05日晚上2桌人打麻将到23点35分。您说，跟麻将馆有什么区别了？？？？？？？？我们家小孩八九点就要睡觉，躺在床上听到哗哗的麻将声，只有等到他们走了，才有办法睡觉，您说怎么办？？？？人都要学会换位思考，假如是放在你家（或某个领导）楼下，你会怎么样？？？/不能把你的快乐建立在别人的痛苦之上！?？？？？？放谁家楼下谁都受不了？？？？？？？人如果在家里，整天生活在“哗哗”的麻将声中！！！！今天再次向领导反映，希望能确实有效的解决问题！我是建议两个方案：一，叫他们去小区“业主活动室”打麻将娱乐活动。叫他们挪个地方，既不影响人家，又能娱乐，两全齐美。希望有关部门还是给予管管，给予解决。现在还评上“全国文明城市”，创建和谐社会，“文明福州，持续文明”。什么时候会还我们家一个“安静”。希望我们人人都生活在文明和谐的社会中！！！！！！！！！,晋安分局,2012/6/28,您好！接到关于反映晋安区金辉东景架空层打麻将扰民的诉求件。现反馈如下：接到诉求件后，辖区派出所责任区民警已到现场查看。经查，在此处打麻将人员均是居住在周边的住户。责任区民警已多次明察暗访，暂未发现赌博现象。现民警已告知此处打麻将人员，坚决杜绝赌博现象的发生，文明娱乐，控制时间，同时应尽量降低音量，避免影响周边住户正常生活和休息，并要求物业做好监管工作。民警将继续密切关注这些打麻将人员的动向，进行定期、不定期检查，布控耳目等方法手段进行侦查，一旦发现赌博现象，坚决依法对参赌人员和为赌博提供条件的人员给予处罚。,,,
277,2012/7/23,新生儿上户口被要求提供上环证,您好！我的户籍是漳州市平和县，我爱人的户籍是厦门集体户（原籍是龙岩市武平县）。按规定办理了《生育服务证》，并于2011年10月生下了一女孩，如今要给闺女上户口，却被要求提供上环证，说是规定，否则不给办理，导致闺女迟迟未上户口。可是查看了省市县三级的出生登记办事指南，并没有要求所谓的上环证。为此本人在此向您投诉漳州市平和县公安局的这种不合法行为，并恳求您责令其终止这种不合法行为，让我家闺女，乃至其他家闺女不再因为所谓的上环证而迟迟上不了户口。此致敬礼,平和县局,2012/7/18,蔡天*同志：你好！你在网上反映小孩入户之事，局领导高度重视，立即批示由户政中心认真快速核查、小溪派出所办理。2012年7月20日，经核实材料，已及时办理你的小孩的入户。对此你对公安机关的办理也表示满意，谢谢你对公安工作的支持和理解。,满意,2012-38-02 03:38:19,"Wow,yo################ookf###le.Mo##########ou!"
269,2012/8/1,关于机动车网络选号系统无法进入,我的车辆已经过了临时牌照的使用期限了。既然开设了网络自主选号，为什么还无法使用？假如是临时性的网络故障或者检修，不应该过了这么久还无法使用，形同虚设。希望能及时解决，或者直接取消自主选号，让车主都公平进行牌照申领。,,,您好，目前自选系统由于故障正在维护中，暂时不能对外开放，我们已敦促维护部门尽快解决。给您带来的不便，敬请谅解。,,,
341,2012/8/6,关于身份证信息记录的问题,尊敬的领导：我反映一件有关大家身份证信息的问题，众所周知一代证与二代证的号码不同但是我的一代是35#######61###3二代是35#######3061###37二者与理想中的相差较远前面的04与23是最不能让人理解的，也是让用人单位怀疑的最大之处，因为我的相关学历证书都是用一代证时期办理的，这样就给我们这一群体造成许多不必要的麻烦。故请相关领导能采取一代证与二代证号码同时显示在二代证上，这样也节省了许多打证明的麻烦，也与中央提出的节约型社会相符，您说是不是这个理？？？,,2010/10/13,您好，经查，352104与352123均为南平市建瓯市身份证的行政区域代码，并无错误。您提的意见和建议我们将向有关部门反映。谢谢！,,,
252,2012/8/7,被注销的户口能否恢复?,"负责同志:您好!我于2000年来日本时被注销了户口才让我办理护照,也没有想得太多,结果今年春节回国时遇到的事让我知道现在在国内没有身份证后果很严重(此事说来话长,在此就恕不细说了),同时也感到郁闷,我持的是中国护照,还是中国公民,目前也没有取得日本的永久居住权,为什么要注销我的户口呢?回国没了身份办许多事情都特麻烦.虽然来日本9年了,可是感觉自己的根还是在中国,将来还是要叶落归根的,所以在福州买了房子,现在是母亲住,自己将来回去也有个安身之处.母亲年岁已大,我也想回去照顾她,所以上网查了有关恢复户籍方面的资料,都没有满意的答复,后来打电话咨询了公安局户政科,说我要回国落户就要取消我在日本的在留权,并要上缴我现在所持的护照,这么说我要回去的话就不能再来日本了?今天国内的同学到派出所询问,得到的答复是:如果持有的是护照，户口是不能取消的。如果持有的是绿卡，户口一定要取消。到底象我这样的情况能否恢复户口,如果可以的话应该如何办理手续?恳切希望在百忙之中给予答复,拜托了,谢谢!",,,您好，根据《中华人民共和国出境入境管理法实施细则》第七条、条十条及省公安厅闽公境（2009）33号文件的有关规定，定居国外的中国公民申请回国定居的，需放弃居住国居留权，收缴其有效的居住国居留证明原件，居留证贴附在护照上的，将护照右上角作剪角处理后退还。,满意,2012-56-23 09:56:46,YM##############sr!TX
322,2012/8/7,镇派出所设置门坎不给上户口,本人吕海海，今天拿着孩子《出生医学证明》《结婚证》《户口本》和夫妻身份证去帮孩子上户口，被没有计生证明为由拒绝上户口，。请问《意见》第一条：凡提供本人《出生医学证明》和父母《结婚证》的，派出所户籍窗口应当场予以办理落户手续，不得增设任何条件和程序。如同虚设。当地政府如此作为合法吗？民生权利怎么维护？,长汀县局,2012/8/1,2012年7月30日，你在厅长信箱反映镇派出所设置门槛不给上户口的信访事项已收悉。现将情况答复如下：你应向派出所联系沟通。根据你提出的情况，婚生婴儿随母亲或父亲落户，你可凭婴儿的《出生医学证明》、父母《结婚证》、《居民户口簿》，到户籍地派出所的户籍窗口直接办理。感谢你对公安工作的理解与支持！,满意,2012-49-31 01:49:08,Th################ytob################nmtaion.
491,2012/8/16,请核查闽AG2325车的违章,"我于8月14日收到交通违法通知书号:35########242#11号“在莆田荔港大道与清前村交叉路口超速“。我的车号为闽A-###25),可我从来没去过莆田,经调看违章照片为（闽A-###23）,车型、车号都与我的车不一致,难道还要跑一趟莆田吗?怎么办。谢谢！",交警总队（交管局）,2012/8/16,您好，您的来邮收悉，现回复如下：根据您反映的情况，您可向拍摄录入技术监控资料的交警部门书面或电话进行申请，要求删除错误录入的信息。给您带来的不便，敬请谅解。感谢您对福建公安工作的支持！,满意,2012-47-31 10:47:20,Fi################svol#########em
223,2012/8/20,违章停车被贴单的疑问,我于7月16日在石狮市德辉广场路口停车进入旁边的德辉购物广场购物，注：此时该路段正在维修并无车辆通行，两边都停满车辆，唯独我被处罚，其余都没有看到贴单，最可气的是石狮交警竟然连黄单上面的内容一个都没有填，这是行政不做为吗？如果我违规我甘愿被罚，但是请给我一个解释为什么告知书没有任何内容填写,石狮市局,2012/7/25,陈家*同志：您好！您反映的信仿事项来邮已收悉，现答复如下：经查，确实存在道路交通违法通知书上没有填写内容的情况。对此，我局领导高度重视，已经要求重新印制并启用标有各单位标识的道路交通违法通知书，并要求今后民警在拍摄道路交通违章时，须在道路交通违法通知书上填写违法车号、时间、地点和民警警号等内容。感谢您对公安工作的支持！二○一二年八月二十日,满意,2012-47-28 07:47:44,At##st!So################unde####nd.Th##ks!
231,2012/8/21,驾考遭遇关系户,你好！本人在教练戴志发)承诺3个月就可以参加理论考试，于2012年2月底，由教练戴志发)开车前往大霞美驾管所参加体检并在洪新驾校办事处交了3000元押金。由于，5月底还没安排考试，我就一直催教练安排考试，可教练戴志发)一边安排后面报名的学员插队考试，一边推脱说那些插队学员上面有关系，到了7月底又把责任推给国家，说国家政策规定大学生优先考试。我也曾经两次联系过该洪新驾校负责人，也没能实际解决，希望贵局能帮忙。南安市洪新机动车驾驶员培训有限公司地址：南安市梅山镇格内村江滨小区校长手机：13#######89教练：戴志发,泉州市公安局,2012/7/25,林细*同志：您好！您反映的信访事项来邮已收悉，现答复如下：目前，学员在驾校报名，参加照相和体检后，因各驾校的考试名额与驾校规模、培训质量、考试合格率有关，考试名额实行一进一出原则（毕业一个，进一个），加上报名的人数多，就会出现有的驾校没有考试名额或者名额较少，造成排队等名额的局面。驾驶培训实行社会化，部分教练员为留住生源，会做出多长时间就可以参加考试的承诺，事后却无法兑现，在考试名额有限的情况下，又会出现加价插队考试的情况。所以建议想考驾照的学员在选择驾校时先确认该驾校是否有考试名额，避免浪费时间和金钱损失。对于出现的这种问题，是驾校对教练员管理上的疏漏，我们将积极与交通部门沟通，督促驾校加强对教练员在招收学员上的管理。经调查了解，关于您在多次催促教练员仍无法安排考试的情况下，7月20日您直接向洪新驾校负责人反映，驾校负责人当时在外地出差，并承诺隔周一定落实此事。因7月20日刚好周五，而驾校录表时间为每周四（即最快只能是26日），现已录好信息（支队数据库可查），待一有名额就可以安排您参加理论考试。另外，洪新驾校对戴志发教练员作出如下处理：1、在全校教练会上对戴志发教练作出处理，并责成戴志发亲自向您道歉，取得您的谅解。2、驾校负责人已亲自致电您解释此事，并承诺在近几日安排参加理论考试。感谢您对公安工作的支持！,满意,2012/1/24 4:01,Ho################tan.Lol!
212,2012/8/29,关于三警合一，贴罚单,南平市三警合一是个不错的举动，可是目前对于市区交通整治派出所行为有些变味，完全是在敛财，没白天没黑夜的贴罚单（贴上去极难撕下，都是胶水印跟牛皮藓样），对于我们有车一族来说，市区的现状不是我们刻意要违规，谁愿意违章。要整治起码政府要解决停车位缺口严重的问题吧，本质问题没解决一味的处罚有用吗？网上都在传电瓶被偷事件也没见哪个所出来解释下，为什么现在治安那么差，什么时候破案。也许这个是没油水的差事吧，我们敬爱的警察叔叔都在忙着贴罚单，哪有空理这种吃力不讨好的事。希望您老人家，有事没事的去看看市民论坛BBS.NP163.NET了解下贫民的苦楚。南平其它县市都不会发生酱紫的事，去哪里都有位置停（因为人家有规划足够位置停）派出所创收也不要酱紫，变味的以处罚代教育吧，个人觉得会会逼迫很多车主把牌卸掉的举动8月人1日市区临时停车，这回在市区显要路段中跨街路牌我看到的“8月1日起，市区临时停车泊位施行收费”，落款：南平市公用事业管理局，没有其它单位。临时停车位就本属于我们的，城市道路的交通拥堵，并不是市民道德素质的问题，相反的完全是政府管理不得力，城建规划不得当，重复建设，浪费纳税人的税收造成的。。。历史的现状需要追究相关人员的责任，这些责任不应由市民来买单，不是政府告诉要交钱，我们就得付钱。。。没有这道理，这同强盗没有什么区别。。。这个是我的小车牌号：粤B###18,延平分局,2012/8/29,城市道路交通中车辆占用机动车道、人行道违章乱停，严重影响城市道路交通畅通行人安全。已成为人民群众迫切要求解决的问题。南平市政府对于市区停车难问题高度重视，召开道路交通体系规划编制研讨会，加强城市道路临时停车管理，最在限度地增加停车泊位。实行临时停车泊位收费问题，由市政部门负责该项工作，临时停车泊位收费管理对于提高车辆停放效率，防止长期占用有一定作用。只要切实加强管理，停车难问题将在发展中逐步得到有效缓解。十分感谢您对公安交通管理工作的关心和支持，欢迎今后继续提出宝贵意见和建议。,满意,2012/2/29 4:02,"Pl################me,Mr.in##########er."
201,2012/9/4,本人驾驶被人套用在莆田市和平路湖光路路口三明高速,以下内容是被人套用的信息，请有关部门帮忙解决下。谢谢！决定书编号：35#######163738当事人：王俊达号牌种类：大型汽车号牌号码：闽C###29违法时间：2012-05-0915:34:00违法记分：3罚款金额：150处罚种类：罚款交款标记：已交款处理机关：莆田市公安局城厢分局交警大队违法地点：和平路湖光路路口违法行为：违反禁令标志指示决定书编号：35#######163737当事人：王俊达号牌种类：大型汽车号牌号码：闽C###29违法时间：2012-05-0814:57:00违法记分：3罚款金额：150处罚种类：罚款交款标记：已交款处理机关：莆田市公安局城厢分局交警大队违法地点：和平路湖光路路口违法行为：违反禁令标志指示决定书编号：35#######028888当事人：王俊达号牌种类：小型汽车号牌号码：闽C###83违法时间：2012-04-0714:05:50违法记分：3罚款金额：100处罚种类：罚款交款标记：已交款处理机关：福建交警总队三明高速公路支队三大队违法地点：泉南线7公里150米违法行为：在高速公路上超过规定时速20％以上未超过50％,交警总队（交管局）,2012/9/4,您好，您的来邮收悉，现回复如下：您反映的驾驶证被他人盗用的情况，我队已通知相关单位进行核实，请您将驾驶证的复印件和个人书面申请材料寄往莆田市公安局交警支队和三明高速交警支队，并配合警方调查。给您带来的不便，敬请谅解。感谢您对福建公安工作的支持！,,,
180,2012/7/25,关于车辆停放的问题,领导您好！我是一名私家车主，驾驶着一辆低于十万的便宜车（还是分期付款的），平时我战战兢兢地驾驶在我的爱车，生怕一不小心就惹上了您的手下（因为罚单的数额都不小），可是在今年的7月4日还是一不小心中了一张罚单，原因是我违章停车，虽然说附近没有停车位了，但是我还是咬咬牙认了，因为毕竟我人不在车上；可是就在昨天，我活生生的坐在车上等一个人，车子也没熄火，竟然被你的手下说成我不在现场，真是有冤无处申啊，所以特意上网找找您老人家，请您老做做主，评评理，希望你们调查清楚再开罚单吧，好吗，谢谢领导了，这年头钱真不好赚啊！谢谢了！,建阳市局,2012/7/25,您好！因您反映的问题无具体的时间、地点、被处罚的情况，我们无法对您作出解答，谢谢您对公安工作的监督和支持。,,,
66,2012/7/27,请督促尽快修复福鼎居民户口网上迁移系统,局长您好；本人于7.16通过省内跨市户口网上迁移业务审核，今天去福州仓前派出所办理落户，被告知福鼎公安户籍网上办理未迁出，经与福鼎公安办证中心联系，民警告知网络从7月13日坏至今，已6天还不行，请局长过问一下，能够尽快请专家修复，以方便于民，谢谢！,福鼎市局,2012/7/20,"李泽*同志：您好！你反映请督促尽快修复福鼎居民户口网上迁移系统的来邮已收悉，经核实现答复如下：收到你的来邮后，福鼎市公安局领导对你反映的问题十分重视，立即进行核实。经查,宁德市公安局局域网因雷击导致网上迁移系统损坏,于2012年7月19日系统已修复成功。目前，我局户政中队已为你办理了迁移手续。如有疑问请致电0593-2195120,同时非常感谢您向我公安机关来函。二〇一二年七月二十七日",满意,2012-56-24 04:56:07,Yo################hele#########te
263,2012/7/27,一个学生修改姓名的漫漫长路,我带上更改姓名的资料前往我户口所在地，咨询更改姓名的步骤，可经过工作人员的反问，最终得出的结论是我不能修改姓名，便问为什么？给出的答案是：这是上级规定的。据我后期了解得知许多人对在当地修改姓名，均有种：必须与上级人员有关系，必须有钱贿赂等这种观念才可以帮你更改的。我就不解为什么福州的同学修改姓名没有那么麻烦，而我生为一个宁德人而感到无奈。政治课老师说我们有修改变更姓名的权利。可拿纳税人的钱，不为纳税人服务---现实就这样教育了学生。,,,您好，根据户口管理有关规定：1、未满18周岁的人申请变更姓名的，由其父母或其他监护人向户口所在地公安派出所提出书面申请，但已满10周岁未满18周岁的，应当征得其本人的同意；2、对于夫妻离婚后需要变更其未成年子女姓名的，须由双方共同协商提出书面申请，由亲生父母双方持居民身份证同时到户口所在地公安派出所办理。对因一方向公安机关隐瞒离婚事实，而取得子女姓名变更的，若另一方要求恢复其子女姓名而离婚双方协商不一致的，公安机关应予以恢复原姓名。3、18周岁以上的公民申请变更姓名的，应由本人持居民身份证、户口簿等有关证件，向户口所在地公安派出所提出书面申请，报市、县公安机关核准后，派出所办理办理变更姓名手续。同时，已申领居民身份证的人需办理换领手续。4、16周岁以上公民变更姓名应出具无刑事犯罪记录证明书。5、已满18周岁的公民申请办理姓名变更登记被核准的，应在接到批准通知之后7日内，在指定地市级以上的报刊上发布姓名变更公告，并于30日后到派出所办理姓名变更登记手续。6、除学龄前变更姓名外，公民申请姓名变更，只能办理一次。如确需“改名”请对照上述要求提供材料，到户口所在地派出所办理姓名变更。,,,
143,2012/7/31,选号系统故障处理慢,选号系统故障处理慢，打电话无人接听0591-87####68；87####63；87####23.,交警总队（交管局）,2012/7/31,您好，您的来邮收悉，现回复如下：目前自选系统由于故障正在维护中，暂时不能对外开放，我们已敦促维护部门尽快解决。给您带来的不便，敬请谅解。感谢您对福建公安工作的支持！,,,
149,2012/7/31,网上选号问题,这系统到底怎么呢？这么多天都不能用，为什么没有人维护？？？,交警总队（交管局）,2012/7/31,您好，您的来邮收悉，现回复如下：因系统故障，暂不能对外开放选号，我们已敦促维护部门尽快解决。给您带来的不便，敬请谅解。感谢您对福建公安工作的支持！,满意,2012/10/31 5:10,"Ir################ree,sc####ct,re################is."
307,2012/7/31,机动车自主选号系统问题,你们的机动车自主选号从昨天开始就不能用，电话也打了一天，总是没人接！不管谁投诉，那回答都是用粘贴，什么态度？今天早上终于打通了059#######23，说是系统故障，已经打报告给交警总队科研所，还没有回复什么时候可以恢复！另外一个技术电话：0592-87####68从昨天到今天没人接，为什么不接电话？不接电话又要公布此号码要开吗？如果系统有故障，请在首页说明，，，为什么不说明，还在忽悠，还在粘贴以下答案您好，为保证机动车号牌自主选号的公平公正，“机动车号牌自主选号系统”对选号终端计算机的登入IP进行限制，在同一时间内一个IP地址只允许一台计算机登入。请查阅“福建公安公众服务平台”（网址：http://www.fjgat.gov.cn)弹出框“选号须知”。MD看了就生气！这是便民吗？,,,您好，目前自选系统由于故障正在维护中，暂时不能对外开放，我们已敦促维护部门尽快解决。给您带来的不便，敬请谅解。,很差,2012-51-01 12:51:49,看了一下，每个回复都是那句话，尽快是什么意思？一天？一个月？一季度？有这么难吗？
581,2012/8/1,机动车自助选号系统到底什么时候能搞好！！！！,已经三天了，新车牌照一直没法上，自助选号系统一直故障！！！新车一直放在车行里！这样也叫便民服务吗？？？难怪老百姓一直骂政府机关办事效率低，这是事实！！！,,,您好，目前自选系统由于故障正在维护中，暂时不能对外开放，我们已敦促维护部门尽快解决。给您带来的不便，敬请谅解。,满意,2012-45-02 12:45:49,在此发表评论!
538,2012/7/6,驾驶证没法年检,尊敬的领导：我的驾照于今年2月到期，至今无法年检，有一张罚单处理不了，具体情况是：本人于2006年（具体时间记不清楚了）在长乐有一张罚单，无罚款，就扣分，当时刚拿驾照以为违章是随着车辆年检一起处理的，到今年得知要本人持驾照到违法地处理，到窗口告知要提供当时开的闽A###87车辆行驶证一起处理，但该车在2012年初就申请报废了，因此无法取得该车行驶证，没行驶证就意味着无法换证，没驾照就意味着要下岗，麻烦领导看看能否酌情考虑本人的具体情况给予通融处理，谢谢！,,,覃张*：你好！请你持身份证、驾驶证到长乐市公安局交管大队处理，不用提供行驶证复印件。谢谢！,很满意,2012/10/15 5:10,在此发表评论!
471,2012/7/12,在国外出生的小孩就不能回国落户？邵武市公安局真刁难老百姓,给厅长先生的信在国外出生的孩子就不能回国办理户口？邵武市公安局真刁难老百姓尊敬的厅长先生您好！我叫杨馨芳，福建邵武人士，从小跟随父母出国，拥有意大利合法居民居留证，居住在意大利佛罗伦萨市，但因工作需求，目前常驻上海。因为在帮孩子上户口方面受到邵武市公安局户籍办的百般刁难，实在没有办法，只得写上这封邮件，希望您能够重视我们老百姓的无奈。我于2006年7月1号在意大利生下一名男孩，因为是非婚生子，孩子一直由我抚养，跟我一样拥有意大利居留权，但未入籍，孩子所持护照也由中华人民共和国驻意大利使馆签发，孩子在国外出生长大，读托儿所，幼儿园，一切都很顺利，外国政府也很照顾我们这样的单亲家庭，多方面提供了便利的特权。直到去年开始，我因工作原因，需要长时间在国内进行业务拓展，所以把小孩也接回了国，孩子于2011年6月回到中国的，刚开始我托付给了一个在浙江的远房亲戚帮忙照看，直到自己的生活稳定了，住处稳定了，才把孩子接到身边。孩子是中国国籍，在中国读书一定要有中国户口，不然就读不了任何学校。因为我的户籍所在地是福建省邵武市，于是托亲戚到邵武市公安局户籍办【户政办】咨询像我这样的情况需要如何办理。户政办工作人员告知亲戚，亲戚怕遗漏，特意用纸笔记下。为了办理户籍所需要的证件、资料，我甚至两次往返意大利，我照对着这张纸上的所有内容，逐一办妥，不敢怠慢。并且带着儿子千里迢迢赶往邵武市公安局办理了与儿子的亲子鉴定书。为了能够顺利的走完办手续的流程，我多次请假，还托人帮忙打听，生怕哪个环节我没处理好。没有想到拿着辗转多次，费尽心力办理来的一叠的材料再次走进邵武市公安局户籍办的办公室，里面的有关人员就冷冷的说不能办理，因为上级下发了新文件，要办理就要去外事科办理。外事科的同志说按规定需要我儿子的绿卡，可是我儿子绿卡因为过期没有延期已经被意大利当地政府没收了。我怎么来提供。事情到现在已经拖上两个来月了，再这么下去就会影响小孩九月份的入学，小孩已经六岁，马上要升小学，这对孩子来说是影响很大的，而且我也真的做到我能做的了，按照他们最初说的条款，手续，我一一办齐了，如果再这么继续刁难我，我真的无力了。公安机关是负责管理老百姓的户籍的，党和人民给了你这个权利，并不是让你这样百般刁难老百姓的。公安机关立警为公，执法为民。可是，我的遭遇，哪是看见半点为人民服务的影子。对于他们这样的态度，做事的方法，我除了生气，愤怒，就是无奈了。。。请问厅长先生，一个中国人，有了一个孩子，为什么不能上一个正常的中国户口？？？现在，我唯一寄予的希望就是希望厅长先生能够看到我的邮件，能够倾听一个老百姓的陈述，能够理解一个单亲妈妈，焦虑无奈的心！请您能够重视！万分感谢！一个焦虑的母亲杨馨芳本人联系方式：13#######98邮箱：ya########99@gmail.com,,,杨馨*同志：您好！您反映“关于在意大利出生的中国籍小朋友回国办理户口”的来邮已收悉，现答复如下：经向邵武市公安局相关部门了解：需要回国落户口的孩子名叫林法烨，其母亲为杨馨*（身份证号：350781198806130828，户口在邵武市石化路16号7幢301室），林法烨于2006年07月01日在意大利出生，现持有中国驻意大利使馆签发的中国护照和居留证。根据您的实际情况和我省目前实行的政策文件规定，邵武市公安局出入境管理部门在与户政部门讨论后，已详细告之您：办理回国落户手续必须交回其在“国外持有的居留许可等原件和复印件以及本人自愿放弃居住国居留权的声明”，并提供“本人或直系亲属在拟定居地拥有合法有效固定住所的证明”、“小孩的出生证明”、“亲属关系证明”、“出入境证件”等材料。邵武市公安局出入境管理部门的负责同志也主动留下了您的联系方式，并将自己的电话号码告诉了您的联系人，以便您直接咨询相关问题。邵武市公安局出入境管理大队的民警对您的回复是依照我省现行的相关规定，希望您能理解。感谢您对公安工作的理解和支持！,,,
